Folio,Nivel de estudios,Campus,Área,Actividad,Fecha,ID,Clasificación,Región,Reincidencia,Programa,Semestre
R0619,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,20/03/2023 00:00,A000079,Copia en exámenes,Centro,No,KAPPA,7
R0620,La Secu,Genovia,Sociología,Estudio,21/03/2023 00:00,A000080,Plagio,Norte,Sí,LAMBDA,2
R0621,Big Bang Theory,Genovia,Negocios,Examen nivelador,22/03/2023 00:00,A000081,Copia en exámenes,Norte,No,OMICRON,3
R0622,La Secu,Ciudad Gótica,Sociología,Examen nivelador,23/03/2023 00:00,A000082,Copia en exámenes,Sur,No,PI,4
R0623,Big Bang Theory,Genovia,Negocios,Examen nivelador,24/03/2023 00:00,A000083,Copia en exámenes,Norte,No,SIGMA,5
R0624,Big Bang Theory,Genovia,Negocios,Examen nivelador,25/03/2023 00:00,A000084,Copia en exámenes,Norte,No,OMEGA,6
R0625,Big Bang Theory,Genovia,Negocios,Estudio,26/03/2023 00:00,A000085,Plagio,Norte,Sí,JI,1
R0626,Big Bang Theory,Genovia,Negocios,Examen nivelador,27/03/2023 00:00,A000086,Copia en exámenes,Norte,Sí,PHI,2
R0627,Big Bang Theory,Genovia,Negocios,Experimento,28/03/2023 00:00,A000087,Copia en exámenes,Norte,No,ETA,3
R0628,Big Bang Theory,Parque Jurásico,Arquitectura,Examen nivelador,29/03/2023 00:00,A000088,Copia en exámenes,Sur,Sí,KAPPA,4
R0629,Big Bang Theory,Parque Jurásico,Arquitectura,Examen nivelador,30/03/2023 00:00,A000089,Distribución de exámenes,Sur,No,LAMBDA,7
R0630,Big Bang Theory,Parque Jurásico,Arquitectura,Examen regulador,31/03/2023 00:00,A000090,Copia en exámenes,Sur,Sí,OMICRON,8
R0631,Big Bang Theory,El País de Nunca Jamás,Arquitectura,Prototipo,01/04/2023 00:00,A000091,Plagio,Sur,No,PI,2
R0632,La Secu,Ciudad Gótica,Sociología,Examen regulador,02/04/2023 00:00,A000092,Copia en exámenes,Sur,No,SIGMA,3
R0633,Big Bang Theory,Genovia,Negocios,Examen regulador,03/04/2023 00:00,A000093,Distribución de exámenes,Norte,No,OMEGA,4
R0634,La Secu,Ciudad Gótica,Sociología,Examen regulador,04/04/2023 00:00,A000094,Copia en exámenes,Sur,No,JI,5
R0635,La Secu,Ciudad Gótica,Sociología,Examen regulador,05/04/2023 00:00,A000095,Copia en exámenes,Sur,No,PHI,5
R0636,La Secu,Ciudad Gótica,Sociología,Examen regulador,06/04/2023 00:00,A000096,Copia en exámenes,Sur,Sí,ALPHA,6
R0637,La Secu,"Muy, muy lejano",Sociología,Examen regulador,07/04/2023 00:00,A000097,Colusión,Norte,No,BETA,2
R0638,La Secu,Ciudad Gótica,Sociología,Examen regulador,08/04/2023 00:00,A000098,Copia en exámenes,Sur,No,BETA,3
R0639,La Secu,Wonderland,Sociología,Examen regulador,09/04/2023 00:00,A000099,Intercambio de tareas en línea,Centro,Sí,GAMMA,4
R0640,Big Bang Theory,Parque Jurásico,Arquitectura,Examen regulador,10/04/2023 00:00,A000100,Copia en exámenes,Sur,No,DELTA,5
R0641,La Secu,Wonderland,Sociología,Examen regulador,11/04/2023 00:00,A000101,Intercambio de tareas en línea,Centro,No,ETA,8
R0642,La Secu,Springfield,Sociología,Experimento,12/04/2023 00:00,A000102,Plagio,Centro,No,KAPPA,6
R0643,La Secu,Springfield,Sociología,Experimento,13/04/2023 00:00,A000103,Plagio,Centro,No,LAMBDA,2
R0644,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,14/04/2023 00:00,A000104,Plagio,Sur,Sí,OMICRON,3
R0645,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,15/04/2023 00:00,A000105,Otra,Sur,Sí,PI,4
R0646,La Secu,Ciudad Gótica,Sociología,Examen regulador,16/04/2023 00:00,A000106,Copia en exámenes,Norte,No,SIGMA,5
R0647,La Secu,Pandora,Sociología,Examen regulador,17/04/2023 00:00,A000107,Copia en exámenes,Norte,Sí,OMEGA,5
R0648,Monster University,Genovia,Arquitectura,Examen regulador,18/04/2023 00:00,A000108,Copia en exámenes,Norte,No,JI,6
R0649,Monster University,Genovia,Ingeniería,Examen regulador,19/04/2023 00:00,A000109,Copia en exámenes,Norte,Sí,PHI,2
R0650,Monster University,Genovia,Diseños,Examen regulador,20/04/2023 00:00,A000110,Copia en exámenes,Norte,No,ETA,3
R0651,Monster University,Genovia,Ingeniería,Examen regulador,21/04/2023 00:00,A000111,Copia en exámenes,Norte,No,KAPPA,4
R0652,Monster University,Genovia,Educación,Examen regulador,22/04/2023 00:00,A000112,Copia en exámenes,Norte,No,LAMBDA,8
R0653,Monster University,Genovia,Negocios,Examen regulador,23/04/2023 00:00,A000113,Copia en exámenes,Norte,No,OMICRON,8
R0654,Monster University,Genovia,Arquitectura,Examen regulador,24/04/2023 00:00,A000114,Copia en exámenes,Norte,No,TAU,6
R0655,Monster University,Genovia,Ingeniería,Examen regulador,25/04/2023 00:00,A000115,Copia en exámenes,Norte,Sí,PSI,2
R0656,Monster University,Genovia,Negocios,Examen regulador,26/04/2023 00:00,A000116,Copia en exámenes,Norte,No,RHO,3
R0657,Monster University,Genovia,Arquitectura,Examen regulador,27/04/2023 00:00,A000117,Copia en exámenes,Norte,No,PI,4
R0658,Monster University,Genovia,Arquitectura,Examen regulador,28/04/2023 00:00,A000118,Copia en exámenes,Norte,Sí,MU,5
R0659,Monster University,Genovia,Negocios,Examen regulador,29/04/2023 00:00,A000119,Copia en exámenes,Norte,No,IOTA,5
R0660,Monster University,Genovia,Arquitectura,Examen regulador,30/04/2023 00:00,A000120,Copia en exámenes,Norte,No,TAU,5
R0661,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,01/05/2023 00:00,A000121,Plagio,Sur,No,PSI,6
R0662,Monster University,Genovia,Negocios,Examen regulador,02/05/2023 00:00,A000122,Copia en exámenes,Norte,No,RHO,2
R0663,La Secu,Pandora,Sociología,Examen regulador,03/05/2023 00:00,A000123,Plagio,Norte,Sí,PI,3
R0664,Monster University,Wonderland,Negocios,Estudio,04/05/2023 00:00,A000124,Plagio,Centro,Sí,MU,4
R0665,Monster University,Wonderland,Negocios,Estudio,05/05/2023 00:00,A000125,Plagio,Centro,No,IOTA,5
R0666,Monster University,Wonderland,Negocios,Estudio,06/05/2023 00:00,A000126,Plagio,Centro,Sí,ETA,4
R0667,Monster University,Wonderland,Negocios,Estudio,07/05/2023 00:00,A000127,Plagio,Centro,No,KAPPA,5
R0668,Monster University,Wonderland,Negocios,Prototipo,08/05/2023 00:00,A000128,Intercambio de tareas en línea,Centro,Sí,LAMBDA,6
R0669,Monster University,Wonderland,Negocios,Prototipo,09/05/2023 00:00,A000129,Plagio,Centro,No,OMICRON,2
R0670,Monster University,Wonderland,Negocios,Prototipo,10/05/2023 00:00,A000130,Plagio,Centro,No,TAU,3
R0671,La Secu,Hogwarts,Sociología,Examen regulador,11/05/2023 00:00,A000131,Distribución de exámenes,Centro,No,PSI,4
R0672,La Secu,Hogwarts,Sociología,Examen regulador,12/05/2023 00:00,A000132,Otra,Centro,No,RHO,8
R0673,La Secu,Pandora,Sociología,Examen regulador,13/05/2023 00:00,A000133,Plagio,Norte,No,PI,8
R0674,La Secu,Pandora,Sociología,Examen regulador,14/05/2023 00:00,A000134,Copia en exámenes,Norte,Sí,MU,8
R0675,La Secu,Hogwarts,Sociología,Estudio,15/05/2023 00:00,A000135,Plagio,Centro,No,ALPHA,8
R0676,Monster University,Empire,Arquitectura,Examen regulador,16/05/2023 00:00,A000136,Copia en exámenes,Centro,No,ALPHA,8
R0677,Monster University,Parque Jurásico,Arquitectura,Examen regulador,17/05/2023 00:00,A000137,Copia en exámenes,Sur,Sí,ALPHA,4
R0678,La Secu,"Muy, muy lejano",Sociología,Examen regulador,18/05/2023 00:00,A000138,Copia en exámenes,Norte,No,BETA,5
R0679,La Secu,Wonderland,Sociología,Prototipo,19/05/2023 00:00,A000139,Plagio,Centro,No,BETA,4
R0680,Monster University,Genovia,Negocios,Examen regulador,20/05/2023 00:00,A000140,Copia en exámenes,Norte,No,GAMMA,5
R0681,La Secu,Hogwarts,Sociología,Estudio,21/05/2023 00:00,A000141,Plagio,Centro,No,DELTA,6
R0682,La Secu,Hogwarts,Sociología,Estudio,22/05/2023 00:00,A000142,Plagio,Centro,Sí,EPSILON,2
R0683,La Secu,Hogwarts,Sociología,Estudio,23/05/2023 00:00,A000143,Plagio,Centro,Sí,DSETA,3
R0684,La Secu,Hogwarts,Sociología,Estudio,24/05/2023 00:00,A000144,Plagio,Centro,No,ETA,4
R0685,La Secu,Hogwarts,Sociología,Estudio,25/05/2023 00:00,A000145,Plagio,Centro,Sí,ETA,5
R0686,Monster University,Wonderland,Arquitectura,Examen regulador,26/05/2023 00:00,A000146,Distribución de exámenes,Centro,No,KAPPA,6
R0687,La Secu,Parque Jurásico,Sociología,Experimento,27/05/2023 00:00,A000147,Colusión,Sur,Sí,LAMBDA,9
R0688,La Secu,Parque Jurásico,Sociología,Experimento,28/05/2023 00:00,A000148,Colusión,Sur,No,OMICRON,2
R0689,La Secu,Pizza Planeta,Sociología,Experimento,29/05/2023 00:00,A000149,Plagio,Sur,No,PI,3
R0690,Monster University,Distrito 13,Diseños,Estudio,30/05/2023 00:00,A000150,Plagio,Centro,No,SIGMA,4
R0691,La Secu,Distrito 13,Sociología,Examen regulador,31/05/2023 00:00,A000151,Otra,Centro,No,OMEGA,5
R0692,Monster University,Genovia,Arquitectura,Experimento,01/06/2023 00:00,A000152,Compra-venta,Norte,No,JI,4
R0693,La Secu,Pizza Planeta,Sociología,Examen regulador,02/06/2023 00:00,A000153,Copia en exámenes,Sur,Sí,PHI,5
R0694,La Secu,Distrito 13,Sociología,Examen regulador,03/06/2023 00:00,A000154,Copia en exámenes,Centro,No,ETA,6
R0695,La Secu,Distrito 13,Sociología,Experimento,04/06/2023 00:00,A000155,Plagio,Centro,No,KAPPA,2
R0696,La Secu,Distrito 13,Sociología,Estudio,05/06/2023 00:00,A000156,Plagio,Centro,Sí,LAMBDA,3
R0697,La Secu,Springfield,Sociología,Prototipo,06/06/2023 00:00,A000157,Plagio,Centro,No,OMICRON,4
R0698,La Secu,Springfield,Sociología,Prototipo,07/06/2023 00:00,A000158,Plagio,Centro,No,PI,5
R0699,La Secu,Springfield,Sociología,Prototipo,08/06/2023 00:00,A000159,Plagio,Centro,No,SIGMA,6
R0700,La Secu,Springfield,Sociología,Prototipo,09/06/2023 00:00,A000160,Plagio,Centro,No,OMEGA,1
R0701,La Secu,Springfield,Sociología,Prototipo,10/06/2023 00:00,A000161,Plagio,Centro,Sí,JI,2
R0702,La Secu,Springfield,Sociología,Prototipo,11/06/2023 00:00,A000162,Plagio,Centro,Sí,PHI,3
R0703,La Secu,Springfield,Sociología,Prototipo,12/06/2023 00:00,A000163,Plagio,Centro,No,ALPHA,4
R0704,La Secu,Springfield,Sociología,Prototipo,13/06/2023 00:00,A000164,Plagio,Centro,Sí,BETA,5
R0705,La Secu,Springfield,Sociología,Prototipo,14/06/2023 00:00,A000165,Plagio,Centro,No,BETA,4
R0706,La Secu,Springfield,Sociología,Prototipo,15/06/2023 00:00,A000166,Plagio,Centro,Sí,GAMMA,5
R0707,La Secu,Springfield,Sociología,Prototipo,16/06/2023 00:00,A000167,Plagio,Centro,No,DELTA,6
R0708,La Secu,Springfield,Sociología,Prototipo,17/06/2023 00:00,A000168,Plagio,Centro,No,ETA,2
R0709,La Secu,Distrito 13,Sociología,Examen diagnóstico,18/06/2023 00:00,A000169,Copia en exámenes,Centro,No,KAPPA,3
R0710,La Secu,Distrito 13,Sociología,Examen diagnóstico,19/06/2023 00:00,A000170,Copia en exámenes,Centro,No,LAMBDA,9
R0711,La Secu,El País de Nunca Jamás,Sociología,Examen diagnóstico,20/06/2023 00:00,A000171,Copia en exámenes,Norte,No,OMICRON,5
R0712,Kindergardiano,Genovia,Negocios,Estudio,21/06/2023 00:00,A000172,Plagio,Norte,Sí,PI,6
R0713,La Secu,Pandora,Sociología,Prototipo,22/06/2023 00:00,A000173,Plagio,Norte,No,SIGMA,1
R0714,La Secu,Pandora,Sociología,Prototipo,23/06/2023 00:00,A000174,Plagio,Norte,No,OMEGA,2
R0715,La Secu,Pandora,Sociología,Examen diagnóstico,24/06/2023 00:00,A000175,Falsificación,Norte,Sí,JI,3
R0716,La Secu,Wonderland,Sociología,Prototipo,25/06/2023 00:00,A000176,Intercambio de tareas en línea,Centro,No,PHI,4
R0717,La Secu,Pizza Planeta,Sociología,Experimento,26/06/2023 00:00,A000177,Fabricación,Sur,No,ETA,5
R0718,Monster University,Genovia,Diseños,Examen diagnóstico,27/06/2023 00:00,A000178,Compra-venta,Norte,No,KAPPA,4
R0719,La Secu,"Muy, muy lejano",Sociología,Examen diagnóstico,28/06/2023 00:00,A000179,Otra,Centro,No,LAMBDA,5
R0720,La Secu,Parque Jurásico,Sociología,Examen diagnóstico,29/06/2023 00:00,A000180,Autoplagio,Norte,Sí,OMICRON,6
R0721,La Secu,Distrito 13,Sociología,Examen diagnóstico,30/06/2023 00:00,A000181,Copia en exámenes,Centro,Sí,TAU,2
R0722,Monster University,Pizza Planeta,Arquitectura,Prototipo,01/07/2023 00:00,A000182,Plagio,Sur,No,PSI,9
R0723,High School Musical,Wonderland,Sociología,Examen diagnóstico,02/07/2023 00:00,A000183,Copia en exámenes,Centro,Sí,RHO,4
R0724,High School Musical,El País de Nunca Jamás,Sociología,Examen diagnóstico,03/07/2023 00:00,A000184,Copia en exámenes,Sur,No,PI,5
R0725,Monster University,Genovia,Arquitectura,Experimento,04/07/2023 00:00,A000185,Distribución de exámenes,Norte,Sí,MU,6
R0726,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,05/07/2023 00:00,A000186,Copia en exámenes,Norte,No,IOTA,1
R0727,High School Musical,Wonderland,Sociología,Experimento,06/07/2023 00:00,A000187,Intercambio de tareas en línea,Centro,No,TAU,2
R0728,High School Musical,Springfield,Sociología,Estudio,07/07/2023 00:00,A000188,Plagio,Norte,No,PSI,3
R0729,High School Musical,Springfield,Sociología,Estudio,08/07/2023 00:00,A000189,Plagio,Norte,No,RHO,4
R0730,High School Musical,Springfield,Sociología,Estudio,09/07/2023 00:00,A000190,Plagio,Norte,No,PI,5
R0731,Kindergardiano,Genovia,Educación,Prototipo,10/07/2023 00:00,A000191,Plagio,Norte,Sí,MU,4
R0732,Kindergardiano,Genovia,Educación,Prototipo,11/07/2023 00:00,A000192,Plagio,Norte,No,IOTA,5
R0733,High School Musical,Wonderland,Sociología,Examen diagnóstico,12/07/2023 00:00,A000193,Copia en exámenes,Centro,No,ETA,6
R0734,High School Musical,Distrito 13,Sociología,Examen diagnóstico,13/07/2023 00:00,A000194,Copia en exámenes,Centro,Sí,KAPPA,2
R0735,High School Musical,Pizza Planeta,Sociología,Examen diagnóstico,14/07/2023 00:00,A000195,Fabricación,Sur,No,LAMBDA,3
R0736,Monster University,Pizza Planeta,Ingeniería,Estudio,15/07/2023 00:00,A000196,Colusión,Sur,No,OMICRON,9
R0737,Monster University,Genovia,Bienestar,Estudio,16/07/2023 00:00,A000197,Intercambio de tareas en línea,Norte,No,TAU,5
R0738,Monster University,Genovia,Bienestar,Estudio,17/07/2023 00:00,A000198,Intercambio de tareas en línea,Norte,No,PSI,6
R0739,Monster University,Genovia,Bienestar,Estudio,18/07/2023 00:00,A000199,Intercambio de tareas en línea,Norte,Sí,RHO,1
R0740,High School Musical,Distrito 13,Sociología,Examen diagnóstico,19/07/2023 00:00,A000200,Copia en exámenes,Centro,Sí,PI,2
R0741,Monster University,Narnia,Diseños,Estudio,20/07/2023 00:00,A000201,Plagio,Centro,No,MU,3
R0742,High School Musical,Pizza Planeta,Sociología,Examen diagnóstico,21/07/2023 00:00,A000202,Plagio,Sur,Sí,ALPHA,4
R0743,Monster University,Wonderland,Bienestar,Experimento,22/07/2023 00:00,A000203,Plagio,Centro,No,ALPHA,5
R0744,High School Musical,Wonderland,Sociología,Experimento,23/07/2023 00:00,A000204,Plagio,Centro,Sí,ALPHA,4
R0745,Monster University,Wonderland,Bienestar,Experimento,24/07/2023 00:00,A000205,Plagio,Centro,No,BETA,5
R0746,High School Musical,Wonderland,Sociología,Experimento,25/07/2023 00:00,A000206,Plagio,Centro,No,BETA,9
R0747,Monster University,Wonderland,Bienestar,Experimento,26/07/2023 00:00,A000207,Plagio,Centro,No,GAMMA,9
R0748,Monster University,Wonderland,Bienestar,Experimento,27/07/2023 00:00,A000208,Plagio,Centro,No,DELTA,3
R0749,Monster University,Wonderland,Bienestar,Experimento,28/07/2023 00:00,A000209,Plagio,Centro,No,EPSILON,9
R0750,Monster University,Wonderland,Bienestar,Experimento,29/07/2023 00:00,A000210,Plagio,Centro,Sí,DSETA,9
R0751,High School Musical,Wonderland,Sociología,Experimento,30/07/2023 00:00,A000211,Plagio,Centro,No,ETA,9
R0752,Monster University,Wonderland,Bienestar,Experimento,31/07/2023 00:00,A000212,Plagio,Centro,No,ETA,1
R0753,Monster University,Distrito 13,Bienestar,Examen diagnóstico,01/08/2023 00:00,A000213,Copia en exámenes,Centro,Sí,KAPPA,2
R0754,Monster University,Distrito 13,Bienestar,Examen diagnóstico,02/08/2023 00:00,A000214,Copia en exámenes,Centro,No,LAMBDA,3
R0755,High School Musical,El País de Nunca Jamás,Sociología,Experimento,03/08/2023 00:00,A000215,Copia en exámenes,Sur,No,OMICRON,4
R0756,Monster University,Distrito 13,Bienestar,Estudio,04/08/2023 00:00,A000216,Otra,Centro,No,PI,5
R0757,High School Musical,Wonderland,Sociología,Examen diagnóstico,05/08/2023 00:00,A000217,Plagio,Centro,No,SIGMA,4
R0758,High School Musical,Distrito 13,Sociología,Prototipo,06/08/2023 00:00,A000218,Plagio,Centro,Sí,OMEGA,5
R0759,High School Musical,Distrito 13,Sociología,Examen diagnóstico,07/08/2023 00:00,A000219,Copia en exámenes,Centro,Sí,JI,6
R0760,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,08/08/2023 00:00,A000220,Copia en exámenes,Centro,No,PHI,2
R0761,Monster University,Genovia,Bienestar,Estudio,09/08/2023 00:00,A000221,Intercambio de tareas en línea,Norte,Sí,ETA,3
R0762,High School Musical,Wonderland,Sociología,Examen diagnóstico,10/08/2023 00:00,A000222,Copia en exámenes,Centro,No,KAPPA,4
R0763,High School Musical,Wonderland,Sociología,Examen diagnóstico,11/08/2023 00:00,A000223,Copia en exámenes,Centro,Sí,LAMBDA,5
R0764,High School Musical,Wonderland,Sociología,Examen diagnóstico,12/08/2023 00:00,A000224,Copia en exámenes,Centro,No,OMICRON,6
R0765,High School Musical,Wonderland,Sociología,Examen diagnóstico,13/08/2023 00:00,A000225,Copia en exámenes,Centro,No,PI,1
R0766,High School Musical,Wonderland,Sociología,Examen diagnóstico,14/08/2023 00:00,A000226,Copia en exámenes,Centro,No,SIGMA,9
R0767,High School Musical,Wonderland,Sociología,Examen diagnóstico,15/08/2023 00:00,A000227,Copia en exámenes,Centro,No,OMEGA,3
R0768,High School Musical,Pandora,Sociología,Prototipo,16/08/2023 00:00,A000228,Plagio,Norte,No,JI,4
R0769,High School Musical,Pandora,Sociología,Prototipo,17/08/2023 00:00,A000229,Plagio,Norte,Sí,PHI,5
R0770,High School Musical,Pandora,Sociología,Prototipo,18/08/2023 00:00,A000230,Plagio,Norte,No,ALPHA,6
R0771,High School Musical,Pandora,Sociología,Prototipo,19/08/2023 00:00,A000231,Plagio,Norte,No,BETA,1
R0772,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,20/08/2023 00:00,A000232,Copia en exámenes,Centro,Sí,BETA,2
R0773,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,21/08/2023 00:00,A000233,Copia en exámenes,Centro,No,GAMMA,3
R0774,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,22/08/2023 00:00,A000234,Copia en exámenes,Centro,No,DELTA,4
R0775,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,23/08/2023 00:00,A000235,Copia en exámenes,Centro,No,ETA,5
R0776,Monster University,Wonderland,Arquitectura,Prototipo,24/08/2023 00:00,A000236,Plagio,Centro,No,KAPPA,4
R0777,Monster University,Genovia,Ingeniería,Examen diagnóstico,25/08/2023 00:00,A000237,Copia en exámenes,Norte,Sí,LAMBDA,5
R0778,Monster University,Wonderland,Ingeniería,Examen diagnóstico,26/08/2023 00:00,A000238,Copia en exámenes,Centro,Sí,OMICRON,6
R0779,Monster University,Genovia,Arquitectura,Examen diagnóstico,27/08/2023 00:00,A000239,Copia en exámenes,Norte,No,PI,2
R0780,Monster University,Wonderland,Ingeniería,Examen diagnóstico,28/08/2023 00:00,A000240,Copia en exámenes,Centro,Sí,SIGMA,3
R0781,Monster University,Genovia,Ingeniería,Examen diagnóstico,29/08/2023 00:00,A000241,Copia en exámenes,Norte,No,OMEGA,4
R0782,Monster University,Distrito 13,Bienestar,Estudio,30/08/2023 00:00,A000242,Colusión,Centro,Sí,JI,5
R0783,Monster University,Distrito 13,Bienestar,Estudio,31/08/2023 00:00,A000243,Colusión,Centro,No,PHI,6
R0784,High School Musical,El País de Nunca Jamás,Sociología,Estudio,01/09/2023 00:00,A000244,Plagio,Norte,No,ETA,1
R0785,High School Musical,Pizza Planeta,Sociología,Examen diagnóstico,02/09/2023 00:00,A000245,Copia en exámenes,Sur,No,KAPPA,2
R0786,High School Musical,Springfield,Sociología,Experimento,03/09/2023 00:00,A000246,Plagio,Centro,No,LAMBDA,3
R0787,High School Musical,Springfield,Sociología,Estudio,04/09/2023 00:00,A000247,Plagio,Centro,No,OMICRON,4
R0788,Monster University,Genovia,Arquitectura,Examen diagnóstico,05/09/2023 00:00,A000248,Distribución de exámenes,Norte,Sí,TAU,5
R0789,Monster University,Genovia,Arquitectura,Examen diagnóstico,06/09/2023 00:00,A000249,Copia en exámenes,Norte,No,PSI,4
R0790,High School Musical,Springfield,Sociología,Estudio,07/09/2023 00:00,A000250,Plagio,Norte,No,RHO,5
R0791,High School Musical,Springfield,Sociología,Estudio,08/09/2023 00:00,A000251,Plagio,Norte,Sí,PI,6
R0792,High School Musical,Springfield,Sociología,Prototipo,09/09/2023 00:00,A000252,Plagio,Centro,No,MU,2
R0793,High School Musical,Springfield,Sociología,Prototipo,10/09/2023 00:00,A000253,Plagio,Centro,No,IOTA,3
R0794,Monster University,Distrito 13,Bienestar,Prototipo,11/09/2023 00:00,A000254,Plagio,Centro,No,TAU,4
R0795,High School Musical,Springfield,Sociología,Examen diagnóstico,12/09/2023 00:00,A000255,Copia en exámenes,Centro,No,PSI,5
R0796,High School Musical,Springfield,Sociología,Examen diagnóstico,13/09/2023 00:00,A000256,Copia en exámenes,Centro,Sí,RHO,6
R0797,High School Musical,Springfield,Sociología,Examen diagnóstico,14/09/2023 00:00,A000257,Copia en exámenes,Centro,Sí,PI,1
